# 漢字レベル判定用データ（vs metrics の「漢字レベル（ルビ候補）」用）
# 各行: 漢字<TAB>レベル。1〜6=小学校の学年別配当漢字（教育漢字＝L0）、中学=中学で習う常用漢字（L1）。
# 出典: 文部科学省「学年別漢字配当表」/ 文化庁「常用漢字表」（kanjiapi.dev 経由で取得した事実データ）。
# L2（JIS第一水準∖常用）・L3（JIS第二水準）・L4（JIS外）は符号位置から算出するため本ファイルには含めない。
暁	中学
暇	中学
暦	中学
暫	中学
曇	中学
曖	中学
更	中学
曹	中学
曽	中学
替	中学
朕	中学
朱	中学
朴	中学
朽	中学
杉	中学
杯	中学
析	中学
枕	中学
枠	中学
枢	中学
枯	中学
架	中学
柄	中学
某	中学
柔	中学
柳	中学
柵	中学
柿	中学
栃	中学
栓	中学
核	中学
栽	中学
桁	中学
桃	中学
桑	中学
桟	中学
梗	中学
梨	中学
棄	中学
棋	中学
棚	中学
棟	中学
棺	中学
椅	中学
椎	中学
楷	中学
楼	中学
概	中学
槽	中学
欄	中学
欧	中学
欺	中学
款	中学
歓	中学
歳	中学
殉	中学
殊	中学
殖	中学
殴	中学
殻	中学
殿	中学
毀	中学
氾	中学
汁	中学
汎	中学
汗	中学
汚	中学
江	中学
汰	中学
沃	中学
沈	中学
沖	中学
沙	中学
没	中学
沢	中学
沸	中学
沼	中学
況	中学
泊	中学
泌	中学
泡	中学
泥	中学
泰	中学
洞	中学
津	中学
洪	中学
浄	中学
浜	中学
浦	中学
浪	中学
浮	中学
浸	中学
涙	中学
涯	中学
涼	中学
淑	中学
淡	中学
淫	中学
添	中学
渇	中学
渉	中学
渋	中学
渓	中学
渡	中学
渦	中学
湧	中学
湾	中学
湿	中学
溝	中学
溶	中学
溺	中学
滅	中学
滋	中学
滑	中学
滝	中学
滞	中学
滴	中学
漂	中学
漆	中学
漏	中学
漠	中学
漫	中学
漬	中学
漸	中学
潜	中学
潟	中学
潤	中学
潰	中学
澄	中学
濁	中学
濃	中学
濫	中学
濯	中学
瀬	中学
炉	中学
炊	中学
炎	中学
為	中学
烈	中学
焦	中学
煎	中学
煙	中学
煩	中学
煮	中学
熊	中学
燥	中学
爆	中学
爪	中学
爵	中学
爽	中学
牙	中学
牲	中学
犠	中学
狂	中学
狙	中学
狩	中学
狭	中学
猛	中学
猟	中学
猫	中学
献	中学
猶	中学
猿	中学
獄	中学
獣	中学
獲	中学
玄	中学
玩	中学
珍	中学
珠	中学
琴	中学
瑠	中学
璃	中学
璧	中学
環	中学
璽	中学
瓦	中学
瓶	中学
甘	中学
甚	中学
甲	中学
畏	中学
畔	中学
畜	中学
畝	中学
畳	中学
畿	中学
疎	中学
疫	中学
疲	中学
疾	中学
症	中学
痕	中学
痘	中学
痢	中学
痩	中学
痴	中学
瘍	中学
療	中学
癒	中学
癖	中学
皆	中学
盆	中学
盗	中学
監	中学
盤	中学
盲	中学
盾	中学
眉	中学
眠	中学
眺	中学
睡	中学
督	中学
睦	中学
瞬	中学
瞭	中学
瞳	中学
矛	中学
矯	中学
砕	中学
砲	中学
硝	中学
硫	中学
硬	中学
碁	中学
碑	中学
磨	中学
礁	中学
礎	中学
祈	中学
祉	中学
祥	中学
禅	中学
禍	中学
秀	中学
租	中学
秩	中学
称	中学
稚	中学
稲	中学
稼	中学
稽	中学
稿	中学
穂	中学
穏	中学
穫	中学
突	中学
窃	中学
窒	中学
窟	中学
窮	中学
窯	中学
竜	中学
端	中学
符	中学
筒	中学
箇	中学
箋	中学
箸	中学
範	中学
篤	中学
簿	中学
籍	中学
籠	中学
粋	中学
粒	中学
粗	中学
粘	中学
粛	中学
粧	中学
糧	中学
糾	中学
紋	中学
紛	中学
紡	中学
索	中学
紫	中学
累	中学
紳	中学
紹	中学
紺	中学
絞	中学
絡	中学
継	中学
維	中学
綱	中学
網	中学
綻	中学
緊	中学
緒	中学
締	中学
緩	中学
緯	中学
緻	中学
縁	中学
縄	中学
縛	中学
縫	中学
繁	中学
繊	中学
繕	中学
繭	中学
繰	中学
缶	中学
罰	中学
罵	中学
罷	中学
羅	中学
羞	中学
羨	中学
翁	中学
翻	中学
翼	中学
耐	中学
耗	中学
聴	中学
肌	中学
肖	中学
肘	中学
肝	中学
股	中学
肢	中学
肩	中学
肪	中学
肯	中学
胆	中学
胎	中学
胞	中学
胴	中学
脂	中学
脅	中学
脇	中学
脊	中学
脚	中学
脱	中学
腎	中学
腐	中学
腕	中学
腫	中学
腰	中学
腺	中学
膚	中学
膜	中学
膝	中学
膨	中学
膳	中学
臆	中学
臭	中学
致	中学
臼	中学
舗	中学
舞	中学
舟	中学
般	中学
舶	中学
舷	中学
艇	中学
艦	中学
艶	中学
芋	中学
芝	中学
芯	中学
芳	中学
苗	中学
苛	中学
茂	中学
茎	中学
茨	中学
荒	中学
荘	中学
菊	中学
菌	中学
菓	中学
華	中学
萎	中学
葛	中学
葬	中学
蓄	中学
蓋	中学
蔑	中学
蔽	中学
薄	中学
薦	中学
薪	中学
薫	中学
藍	中学
藤	中学
藩	中学
藻	中学
虎	中学
虐	中学
虚	中学
虜	中学
虞	中学
虹	中学
蚊	中学
蛇	中学
蛍	中学
蛮	中学
蜂	中学
蜜	中学
融	中学
衝	中学
衡	中学
衰	中学
衷	中学
袋	中学
袖	中学
被	中学
裂	中学
裕	中学
裸	中学
裾	中学
褐	中学
褒	中学
襟	中学
襲	中学
覆	中学
覇	中学
触	中学
訂	中学
訃	中学
託	中学
訟	中学
訴	中学
診	中学
詐	中学
詔	中学
詠	中学
詣	中学
詮	中学
詰	中学
該	中学
詳	中学
誇	中学
誉	中学
誓	中学
誘	中学
誰	中学
請	中学
諦	中学
諧	中学
諭	中学
諮	中学
諾	中学
謀	中学
謁	中学
謄	中学
謎	中学
謙	中学
謡	中学
謹	中学
譜	中学
譲	中学
豚	中学
豪	中学
貌	中学
貞	中学
貢	中学
販	中学
貪	中学
貫	中学
貼	中学
賂	中学
賄	中学
賊	中学
賓	中学
賜	中学
賠	中学
賢	中学
賦	中学
賭	中学
購	中学
贈	中学
赦	中学
赴	中学
超	中学
越	中学
趣	中学
距	中学
跡	中学
跳	中学
践	中学
踊	中学
踏	中学
踪	中学
蹴	中学
躍	中学
軌	中学
軒	中学
軟	中学
軸	中学
較	中学
載	中学
輝	中学
輩	中学
轄	中学
辛	中学
辣	中学
辱	中学
込	中学
迅	中学
迎	中学
迫	中学
迭	中学
逃	中学
透	中学
逐	中学
逓	中学
途	中学
逝	中学
逮	中学
逸	中学
遂	中学
遅	中学
遇	中学
遍	中学
違	中学
遜	中学
遡	中学
遣	中学
遭	中学
遮	中学
遵	中学
遷	中学
避	中学
還	中学
那	中学
邦	中学
邪	中学
邸	中学
郊	中学
郎	中学
郭	中学
酌	中学
酎	中学
酔	中学
酢	中学
酪	中学
酬	中学
酵	中学
酷	中学
醒	中学
醜	中学
醸	中学
采	中学
釈	中学
釜	中学
釣	中学
鈍	中学
鈴	中学
鉛	中学
鉢	中学
銃	中学
銘	中学
鋭	中学
鋳	中学
錠	中学
錦	中学
錬	中学
錮	中学
錯	中学
鍋	中学
鍛	中学
鍵	中学
鎌	中学
鎖	中学
鎮	中学
鐘	中学
鑑	中学
閑	中学
閥	中学
閲	中学
闇	中学
闘	中学
阜	中学
阪	中学
阻	中学
附	中学
陣	中学
陥	中学
陪	中学
陰	中学
陳	中学
陵	中学
陶	中学
隅	中学
隆	中学
随	中学
隔	中学
隙	中学
隠	中学
隣	中学
隷	中学
隻	中学
雄	中学
雅	中学
雇	中学
雌	中学
離	中学
雰	中学
零	中学
雷	中学
需	中学
震	中学
霊	中学
霜	中学
霧	中学
露	中学
靴	中学
韓	中学
韻	中学
響	中学
頃	中学
項	中学
須	中学
頑	中学
頒	中学
頓	中学
頬	中学
頰	中学
頻	中学
頼	中学
顎	中学
顕	中学
顧	中学
飢	中学
飽	中学
飾	中学
餅	中学
餌	中学
餓	中学
香	中学
駄	中学
駆	中学
駐	中学
駒	中学
騎	中学
騒	中学
騰	中学
驚	中学
骸	中学
髄	中学
髪	中学
鬱	中学
鬼	中学
魂	中学
魅	中学
魔	中学
鮮	中学
鯨	中学
鶏	中学
鶴	中学
鹿	中学
麓	中学
麗	中学
麺	中学
麻	中学
黙	中学
鼓	中学
齢	中学
𠮟	中学
